source_record_id,source_system,source_system_name,entity_id_ground_truth,business_name,trade_name,owner_name_masked,address,locality,district,district_code,pin_code,ward,zone,business_type,business_category,nic_code,pollution_category,pan_hash,gstin_hash,udyam_hash,phone,email,registration_date,last_event_date,status,employee_count,turnover_band_lakh,ingested_at,data_quality_notes
KFBIS-FAC-BLRU-2023-000053,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00108,Mysore Fashions Entp,Mysore Fashions Enterprises,Owner A,"#287, D Service Road, Yelahanka, Bengaluru Urban, Karnataka - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,PAN_B5EF6E45EB57FE76,,,,contact0108@examplebiz.in,2023-09-16,2024-08-22,DORMANT,3,,2026-02-26,gstin_hash;phone
GST-KA-BLRU-2019-000080,GST,GST Taxpayer Registry,ENT-00108,M/S Mysore Fashions Enterprises,Mysore Fashions Enterprises,Partner 1,"No 287, D Service Road, Yelahanka, Bengaluru Urban, K'taka - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,PAN_B5EF6E45EB57FE76,,,,,2019-08-02,2021-01-05,CLOSED,,,2026-02-01,gstin_hash;phone;email
LAB-KA-BLRU-2025-000052,LABOUR,Labour Department,ENT-00108,M/S Mysore Fashions Enterprises,M/S Mysore Fashions Enterprises,Partner 1,"287, D Service Road, Yelahanka, B'luru Urban, KA - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,,,,9000855389,,2025-11-30,2026-04-15,ACTIVE,3,25-50,2026-03-01,pan_hash;gstin_hash;email
UDYAM-KR-BLRU-2023-000053,UDYAM,Udyam / MSME Registry,ENT-00108,Mysore Fashions Enterprises,Mysore Fashions Enterprises,Director Masked,"No. 287, D Service Road, Yelahanka, B'luru Urban, Karnataka - 560064",Yelahanka,Bengaluru Urban,BLRU,560064,Ward-004,Yelahanka,Textile / Garments,Manufacturing,1410,Green,PAN_B5EF6E45EB57FE76,,UDYAM_9769E20C926EF700,,,2023-05-17,2024-05-31,DORMANT,3,,2026-04-20,gstin_hash;phone;email
KFBIS-FAC-TUM-2019-000054,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00109,Bangalore Packaging Works,Bangalore Packaging Works,,"No. 135, A 1st Crs, BH Road, Tumakuru, Karnataka - 572101",BH Road,Tumakuru,TUM,572101,Ward-T01,Tumakuru,Plastic Moulding,Manufacturing,2220,Red,,,,,,2019-10-04,2019-11-22,CLOSED,,,2025-12-29,pan_hash;gstin_hash;phone;email
GST-KA-TUM-2023-000081,GST,GST Taxpayer Registry,ENT-00109,Bangalore Packaging Works,,Partner 1,"No. 135, A 1st Cr, BH Road, Tumakuru, KA - 572101",BH Road,Tumakuru,TUM,572101,Ward-T01,Tumakuru,Plastic Moulding,Manufacturing,2220,Red,PAN_DBCC763950F285C5,,,,,2023-05-28,2023-09-16,DORMANT,,,2026-03-29,gstin_hash;phone;email
PCB/TUM/CTE/2023/00047,KSPCB,Karnataka State Pollution Control Board,ENT-00109,Bangalore ackaging Works,Bangalore ackaging Works,Owner A,"No. 135, A 1st Cross, BH Road, Tumakuru, KA - 572101",BH Road,Tumakuru,TUM,572101,Ward-T01,Tumakuru,Plastic Moulding,Manufacturing,2220,Red,,,,,,2023-02-28,2023-08-03,DORMANT,85,,2026-03-21,pan_hash;gstin_hash;phone;email
LAB-KA-TUM-2019-000053,LABOUR,Labour Department,ENT-00109,Bangalore Packaging Works,,,"No 135, A 1st Cross, BH Road, Tumakuru, K'taka - 572101",BH Road,Tumakuru,TUM,572101,Ward-T01,Tumakuru,Plastic Moulding,Manufacturing,2220,Red,,,,,,2019-07-23,2025-03-16,DORMANT,,100-500,2026-01-21,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRU-2018-000055,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00110,M/S Sharma Chem LP,Sharma Chem,Director Masked,"#218, B Industrial Layout, Banashankari, Bengaluru Urban, Karnataka",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Chemical Blending,Manufacturing,2029,Red,PAN_1DABC2C1FF2E9BCB,GSTIN_64543AC915709F68,,9000871227,,2018-09-18,2018-12-25,CLOSED,,,2026-03-22,email
GST-KA-BLRU-2025-000082,GST,GST Taxpayer Registry,ENT-00110,Sharma Chem LLP,,Owner A,"#218, B Industrial Layout, Banashankari, Bengaluru Urban, Karnataka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Chemical Blending,Manufacturing,2029,Red,PAN_1DABC2C1FF2E9BCB,GSTIN_64543AC915709F68,,9000871227,,2025-11-28,2026-03-04,ACTIVE,10,25-50,2025-12-19,email
PCB/BLRU/CTE/2021/00048,KSPCB,Karnataka State Pollution Control Board,ENT-00110,Sharma Chem LLP,Sharma Chem,Partner 1,"No. 218, B Industrial Layout, Banashankari, Bangalore Urban, Karnataka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Chemical Blending,Manufacturing,2029,Red,PAN_1DABC2C1FF2E9BCB,,,,,2021-09-12,2025-11-30,ACTIVE,10,,2026-03-26,gstin_hash;phone;email
LAB-KA-BLRU-2022-000054,LABOUR,Labour Department,ENT-00110,Sharma Chem LLP,,Partner 1,"#218, B Industrial Layout, Banashankari, Bangalore Urban, Karnataka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Chemical Blending,Manufacturing,2029,Red,,,,9000871227,contact0110@examplebiz.in,2022-06-21,2025-01-08,DORMANT,10,,2025-11-09,pan_hash;gstin_hash
UDYAM-KR-BLRU-2021-000054,UDYAM,Udyam / MSME Registry,ENT-00110,Sharma Chem LLP,,Partner 1,"218, B Industrial Layout, Banashankari, Bangalore Urban, K'taka - 560085",Banashankari,Bengaluru Urban,BLRU,560085,Ward-182,South,Chemical Blending,Manufacturing,2029,Red,PAN_1DABC2C1FF2E9BCB,,UDYAM_DC548EEEB4B087BD,9000871227,,2021-02-13,2024-12-01,DORMANT,,25-50,2025-11-23,gstin_hash;email
KFBIS-FAC-BLRU-2021-000056,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00111,Naveen Polymers Solutions,Naven Polymers Solutions,Partner 1,"No. 64, Shed Sector, HSR Layout, B'luru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Plastic Moulding,Manufacturing,2220,Red,,,,9000879146,,2021-05-22,2024-03-25,DORMANT,,,2026-01-19,pan_hash;gstin_hash;email
GST-KA-BLRU-2015-000083,GST,GST Taxpayer Registry,ENT-00111,Naveen Polymers Solutions,,Partner 1,"No 64, Shed Sector, HSR Layout, B'luru Urban, Karnataka",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Plastic Moulding,Manufacturing,2220,Red,PAN_92F3E575771488A9,,UDYAM_F43AB8C8AD4BFE52,9000879146,,2015-03-01,2015-09-15,CLOSED,18,,2026-02-14,gstin_hash;email
PCB/BLRU/CTE/2025/00049,KSPCB,Karnataka State Pollution Control Board,ENT-00111,Naveen Polymers Solutions,Naveen Polymers Solutions,Partner 1,"#64, Shed Sector, HSR Layout, B'luru Urban, KA - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Plastic Moulding,Manufacturing,2220,Red,PAN_92F3E575771488A9,,UDYAM_F43AB8C8AD4BFE52,9000879146,contact0111@examplebiz.in,2025-09-01,2025-11-02,ACTIVE,18,,2025-11-12,gstin_hash
LAB-KA-BLRU-2024-000055,LABOUR,Labour Department,ENT-00111,M/S Naveen Polymers Solutions,Naveen Polymers Solutions,,"No 64, Shed Sector, HSR Layout, Bengaluru Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Plastic Moulding,Manufacturing,2220,Red,,,,9000879146,contact0111@examplebiz.in,2024-07-03,2025-03-16,DORMANT,18,,2026-03-16,pan_hash;gstin_hash
UDYAM-KR-BLRU-2018-000055,UDYAM,Udyam / MSME Registry,ENT-00111,Naveen Polymers Solutions,,Director Masked,"64, Shed Sector, HSR Layout, Bengaluru Urban, K'taka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Plastic Moulding,Manufacturing,2220,Red,,,UDYAM_F43AB8C8AD4BFE52,,,2018-05-09,2024-03-20,DORMANT,,,2026-02-16,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRU-2022-000057,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00112,Ananya Solutions,Ananya Solutions,,"No. 218, B Industrial Layout, Hebbal, Bangalore Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Chemical Blending,Manufacturing,2029,Red,,GSTIN_BB797D1DB0FEF6B9,,,contact0112@examplebiz.in,2022-05-21,2023-04-01,CLOSED,,10-25,2026-03-07,pan_hash;phone
PCB/BLRU/CTE/2018/00050,KSPCB,Karnataka State Pollution Control Board,ENT-00112,Ananya Solutions,Ananya olutions,Partner 1,"No 218, B Industrial Layout, Hebbal, Bengaluru Urban, KA - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Chemical Blending,Manufacturing,2029,Red,PAN_4A21AB8C004EEBFF,,,,contact0112@examplebiz.in,2018-03-19,2020-01-28,CLOSED,120,10-25,2026-01-07,gstin_hash;phone
UDYAM-KR-BLRU-2018-000056,UDYAM,Udyam / MSME Registry,ENT-00112,M/SAnanya Solutions,M/S Ananya Solutions,Owner B,"#218, B Industrial Layout, Hebbal, Bangalore Urban, KA - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Chemical Blending,Manufacturing,2029,Red,PAN_4A21AB8C004EEBFF,,,,,2018-06-10,2019-01-07,CLOSED,120,,2025-11-08,gstin_hash;phone;email
KFBIS-FAC-BLRU-2022-000058,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00113,Harsha Tools Associates,M/S Harsha Tools Associates,Managing Partner,"#299, C Industrial Layout, MG Road, Bengaluru Urban, Karnataka - 560001",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Machine Tools,Manufacturing,2819,Orange,PAN_1ED35C49BCEF6450,,,,,2022-02-01,2026-03-20,ACTIVE,36,,2025-11-30,gstin_hash;phone;email
PCB/BLRU/CTE/2023/00051,KSPCB,Karnataka State Pollution Control Board,ENT-00113,Harsha Tools Associates,Harsha Tools Associates,Managing Partner,"299, C Industrial Layout, MG Road, Bengaluru Urban, Karnataka - 560001",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Machine Tools,Manufacturing,2819,Orange,,,,,,2023-02-22,2024-11-28,DORMANT,,,2026-04-29,pan_hash;gstin_hash;phone;email
LAB-KA-BLRU-2025-000056,LABOUR,Labour Department,ENT-00113,Harsha Tools Associates,Harsha Tools Associaes,Owner A,"No 299, C Industrial Layout, MG Road, Bengaluru Urban, K'taka - 560001",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Machine Tools,Manufacturing,2819,Orange,,,,,contact0113@examplebiz.in,2025-01-25,2025-11-17,ACTIVE,36,,2026-01-20,pan_hash;gstin_hash;phone
KAR-SHOP-BLRU-2024-000074,SHOP,Karnataka Shops and Commercial Establishments,ENT-00113,Harsha Tools Associates,Harsha Tools Associates,Director Masked,"No 299, C Industrial Layout, MG Road, Bengaluru Urban, KA - 560001",MG Road,Bengaluru Urban,BLRU,560001,Ward-111,East,Machine Tools,Manufacturing,2819,Orange,PAN_1ED35C49BCEF6450,,,,contact0113@examplebiz.in,2024-03-04,2024-10-11,DORMANT,,,2026-02-01,gstin_hash;phone
BBMP-TL-DASA-2015-000041,BBMP,BBMP Trade Licence,ENT-00114,Nandi Bakery Pvt. Ltd.,,Owner A,"No. 99, A 3rd Phase, Peenya Industrial Area, Bengaluru Urban, Karnataka",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Food Processing,Manufacturing,1030,Orange,,,,,,2015-01-05,2016-11-01,CLOSED,52,,2026-01-17,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRU-2023-000059,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00114,Nandi Bakery Pvt Ltd,,Owner B,"No. 99, A 3rd Phase, Peenya Indl Area, Bangalore Urban, KA - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Food Processing,Manufacturing,1030,Orange,,,,9000902903,,2023-04-01,2025-02-01,DORMANT,52,,2025-12-17,pan_hash;gstin_hash;email
GST-KA-BLRU-2016-000084,GST,GST Taxpayer Registry,ENT-00114,Nandi Bakery Pvt Ltd,Nandi Bakery,Partner 1,"No 99, A 3rd Phase, Peenya Indl Area, Bengaluru Urban, Karnataka - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Food Processing,Manufacturing,1030,Orange,,,,,,2016-07-17,2017-05-26,CLOSED,52,100-500,2026-01-15,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2022-000075,SHOP,Karnataka Shops and Commercial Establishments,ENT-00114,Nandi Bakery Pvt Ltd,Nandi Bakery,Owner A,"No 99, A 3rd Phase, Peenya Indl Area, B'luru Urban, K'taka - 560058",Peenya Industrial Area,Bengaluru Urban,BLRU,560058,Ward-038,Dasarahalli,Food Processing,Manufacturing,1030,Orange,,,,,,2022-08-23,2026-03-27,ACTIVE,52,100-500,2026-03-23,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2015-000085,GST,GST Taxpayer Registry,ENT-00115,M/S BANGALORE CARE WORKS,Bangalore Care Works,,"No. 185, C Service Road, Bannerghatta Road, B'luru Urban, Karnataka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Pharmacy / Medical Retail,Retail,4772,Green,,,,,,2015-09-04,2024-05-01,DORMANT,180,,2026-02-20,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2016-000076,SHOP,Karnataka Shops and Commercial Establishments,ENT-00115,Bangalore Care Works,,Director Masked,"185, C Service Road, Bannerghatta Road, B'luru Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Pharmacy / Medical Retail,Retail,4772,Green,,,,9000910822,,2016-12-11,2022-04-02,CLOSED,180,,2026-04-30,pan_hash;gstin_hash;email
GST-KA-BLRU-2025-000086,GST,GST Taxpayer Registry,ENT-00116,PRAKRUTHI PACKAGING INDUSTRIES,,,"No 259, Industrial Layout, Kalyan Nagar, Bangalore Urban, KA - 560043",Kalyan Nagar,Bengaluru Urban,BLRU,560043,Ward-025,East,Printing / Packaging,Manufacturing,1811,Orange,PAN_48CB936EB630942B,,,,,2025-09-15,2025-10-17,ACTIVE,18,50-100,2026-02-02,gstin_hash;phone;email
PCB/BLRU/CTE/2022/00052,KSPCB,Karnataka State Pollution Control Board,ENT-00116,Prakruthi Packaging Industries,,Owner B,"259, Industrial Layout, Kalyan Nagar, Bangalore Urban, Karnataka - 560043",Kalyan Nagar,Bengaluru Urban,BLRU,560043,Ward-025,East,Printing / Packaging,Manufacturing,1811,Orange,PAN_48CB936EB630942B,,,,,2022-03-07,2023-05-20,DORMANT,18,,2026-02-01,gstin_hash;phone;email
LAB-KA-BLRU-2018-000057,LABOUR,Labour Department,ENT-00116,Prakruthi Packaging Industries,Prakruti Packaging Industries,Owner A,"259, Industrial Layout, Kalyan Nagar, Bangalore Urban, KA",Kalyan Nagar,Bengaluru Urban,BLRU,560043,Ward-025,East,Printing / Packaging,Manufacturing,1811,Orange,,,,9000918741,,2018-04-26,2021-05-27,CLOSED,18,,2026-03-24,pan_hash;gstin_hash;email
KAR-SHOP-BLRU-2025-000077,SHOP,Karnataka Shops and Commercial Establishments,ENT-00116,M/S Prakruthi Packaging Industries,,Managing Partner,"#259, Industrial Layout, Kalyan Nagar, B'luru Urban, Karnataka - 560043",Kalyan Nagar,Bengaluru Urban,BLRU,560043,Ward-025,East,Printing / Packaging,Manufacturing,1811,Orange,PAN_48CB936EB630942B,,,,,2025-07-18,2025-12-25,ACTIVE,18,,2026-02-24,gstin_hash;phone;email
UDYAM-KR-BLRU-2022-000057,UDYAM,Udyam / MSME Registry,ENT-00116,M/S Prakruthi Packaging Industries,Prakruthi Packaging Industries,Managing Partner,"No 259, Industrial Layout, Kalyan Nagar, B'luru Urban, KA - 560043",Kalyan Nagar,Bengaluru Urban,BLRU,560043,Ward-025,East,Printing / Packaging,Manufacturing,1811,Orange,,,,,,2022-02-11,2026-01-07,ACTIVE,18,50-100,2026-04-28,pan_hash;gstin_hash;phone;email
KFBIS-FAC-TUM-2015-000060,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00117,Mysore Printers Company,Mysore Printers Company,Managing Partner,"No. 229, Industrial Layout, Antharasanahalli Industrial Area, Tumakuru, KA - 572106",Antharasanahalli Industrial Area,Tumakuru,TUM,572106,Ward-T12,Tumakuru,Printing / Packaging,Manufacturing,1811,Orange,,,,,,2015-12-23,2020-11-12,CLOSED,4,500+,2026-04-13,pan_hash;gstin_hash;phone;email
KFBIS-FAC-BLRU-2025-000061,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00118,Prakruthi Electonics Industries,,Partner 1,"No. 121, Shed 3rd Phase, Bannerghatta Road, Bangalore Urban, Karnataka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Electronics Assembly,Manufacturing,2610,Orange,,,UDYAM_B93BD20086D93988,,,2025-03-30,2026-03-16,ACTIVE,,10-25,2025-12-18,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2019-000087,GST,GST Taxpayer Registry,ENT-00118,Prakruthi Electronics Industries,,Partner 1,"No 121, Shed 3rd Phase, Bannerghatta Road, Bangalore Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Electronics Assembly,Manufacturing,2610,Orange,,,,,,2019-05-24,2020-09-28,CLOSED,12,,2026-01-21,pan_hash;gstin_hash;phone;email
KAR-SHOP-BLRU-2015-000078,SHOP,Karnataka Shops and Commercial Establishments,ENT-00118,M/S Prakruthi Electronics Industries,Prakruthi Electronics Industries,Partner 1,"No. 121, Shed 3rd Phase, Bannerghatta Road, Bangalore Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Electronics Assembly,Manufacturing,2610,Orange,,,,,,2015-05-30,2019-12-09,CLOSED,12,,2026-03-13,pan_hash;gstin_hash;phone;email
UDYAM-KR-BLRU-2022-000058,UDYAM,Udyam / MSME Registry,ENT-00118,Prakruthi Electronics Industries,PRAKRUTHI ELECTRONICS INDUSTRIES,Owner A,"121, Shed 3rd Phase, Bannerghatta Road, B'luru Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Electronics Assembly,Manufacturing,2610,Orange,,,UDYAM_B93BD20086D93988,,,2022-04-26,2024-04-26,DORMANT,12,10-25,2026-02-19,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2017-000088,GST,GST Taxpayer Registry,ENT-00119,Ravi Solutions,M/S RAVI SOLUTIONS,,"#122, 1st Crs, Koramangala, Bangalore Urban, KA - 560034",Koramangala,Bengaluru Urban,BLRU,560034,Ward-151,South-East,Food Processing,Manufacturing,1030,Orange,,,,9000942498,,2017-06-08,2020-05-21,CLOSED,180,0-10,2026-04-12,pan_hash;gstin_hash;email
PCB/BLRU/CTE/2022/00053,KSPCB,Karnataka State Pollution Control Board,ENT-00119,Ravi Solutions,Ravi Solutions,,"122, 1st Cr, Koramangala, Bengaluru Urban, K'taka - 560034",Koramangala,Bengaluru Urban,BLRU,560034,Ward-151,South-East,Food Processing,Manufacturing,1030,Orange,,,,9000942498,contact0119@examplebiz.in,2022-01-21,2026-03-12,ACTIVE,180,0-10,2026-02-19,pan_hash;gstin_hash
BBMP-TL-BENG-2016-000042,BBMP,BBMP Trade Licence,ENT-00120,M/S Aarohi Medical Works,Aarohi Medical Works,Partner 1,"No. 281, A 3rd Phase, Devanahalli, Bengaluru Rural, Karnataka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_3426BF4E10BA99AA,,,,contact0120@examplebiz.in,2016-10-26,2023-08-09,DORMANT,4,,2026-02-20,gstin_hash;phone
KFBIS-FAC-BLRR-2016-000062,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00120,Aarohi Medical Works,Aarohi Medical Works,Partner 1,"No. 281, A 3rd Phase, Devanahalli, Bengaluru Rural, K'taka - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,,,,,contact0120@examplebiz.in,2016-02-01,2019-09-09,CLOSED,4,100-500,2026-03-07,pan_hash;gstin_hash;phone
GST-KA-BLRR-2022-000089,GST,GST Taxpayer Registry,ENT-00120,Aarohi Medical Works,Aarohi Medical Works,,"281, A 3rd Phase, Devanahalli, Bangalore Rural, KA - 562110",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_3426BF4E10BA99AA,,,,contact0120@examplebiz.in,2022-04-15,2025-01-12,DORMANT,4,,2026-01-23,gstin_hash;phone
KAR-SHOP-BLRR-2016-000079,SHOP,Karnataka Shops and Commercial Establishments,ENT-00120,M/S Aarohi Medical Works,Aarohi Medical Works,Director Masked,"No 281, A 3rd Phase, Devanahalli, Bengaluru Rural, K'taka",Devanahalli,Bengaluru Rural,BLRR,562110,Ward-R01,Bengaluru Rural,Pharmacy / Medical Retail,Retail,4772,Green,PAN_3426BF4E10BA99AA,,,,,2016-08-23,2017-11-30,CLOSED,,,2025-11-29,gstin_hash;phone;email
BBMP-TL-BOMM-2025-000043,BBMP,BBMP Trade Licence,ENT-00121,M/S Sree Clinic Industries,,,"#36, Sector, HSR Layout, Bengaluru Urban, K'taka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Pharmacy / Medical Retail,Retail,4772,Green,PAN_994EE32A438CF116,,,9000958336,,2025-07-29,2025-10-17,ACTIVE,,,2026-04-18,gstin_hash;email
KFBIS-FAC-BLRU-2020-000063,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00121,M/S Sree Clinic Industries,Sree Clinic Industries,Owner A,"#36, Sector, HSR Layout, Bangalore Urban, Karnataka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Pharmacy / Medical Retail,Retail,4772,Green,,GSTIN_9BFDA5A314E1227A,,9000958336,,2020-01-28,2025-08-13,ACTIVE,4,,2025-12-06,pan_hash;email
GST-KA-BLRU-2020-000090,GST,GST Taxpayer Registry,ENT-00121,M/S Sree Clini Industries,SREE CLINIC INDUSTRIES,Partner 1,"No. 36, Sector, HSR Layout, Bangalore Urban, KA - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Pharmacy / Medical Retail,Retail,4772,Green,PAN_994EE32A438CF116,,UDYAM_28C2098C7518C45A,9000958336,contact0121@examplebiz.in,2020-09-19,2020-12-23,CLOSED,,50-100,2025-11-07,gstin_hash
KAR-SHOP-BLRU-2016-000080,SHOP,Karnataka Shops and Commercial Establishments,ENT-00121,Sree Clinic Industries,Sree Clinic Industries,,"No 36, Sector, HSR Layout, Bangalore Urban, K'taka - 560102",HSR Layout,Bengaluru Urban,BLRU,560102,Ward-174,Bommanahalli,Pharmacy / Medical Retail,Retail,4772,Green,,,,9000958336,,2016-05-16,2023-04-26,CLOSED,4,50-100,2026-02-04,pan_hash;gstin_hash;email
KFBIS-FAC-BLRU-2018-000064,FACTORY,"Factories, Boilers, Industrial Safety and Health",ENT-00122,Aarohi Aparels Co,Aarohi Apparels Company,,"136, D 3rd Phase, Bannerghatta Road, B'luru Urban, KA - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Textile / Garments,Manufacturing,1410,Green,,GSTIN_4C0AA1E5E21474CB,,9000966255,,2018-01-10,2022-01-31,CLOSED,120,25-50,2025-12-19,pan_hash;email
LAB-KA-BLRU-2019-000058,LABOUR,Labour Department,ENT-00122,Aarohi Apparels Company,,Partner 1,"136, D 3rd Phase, Bannerghatta Road, Bangalore Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Textile / Garments,Manufacturing,1410,Green,PAN_85F87E236D2A6FCC,,,,,2019-10-03,2021-03-22,CLOSED,120,25-50,2025-12-16,gstin_hash;phone;email
KAR-SHOP-BLRU-2022-000081,SHOP,Karnataka Shops and Commercial Establishments,ENT-00122,Aarohi Apparels Company,,Managing Partner,"136, D 3rd Phase, Bannerghatta Road, B'luru Urban, Karnataka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Textile / Garments,Manufacturing,1410,Green,,,UDYAM_BB1D36B7E23905B5,9000966255,,2022-06-24,2023-07-24,DORMANT,120,,2025-12-14,pan_hash;gstin_hash;email
UDYAM-KR-BLRU-2024-000059,UDYAM,Udyam / MSME Registry,ENT-00122,Aarohi Apparels Company,M/S AAROHI APPARELS COMPANY,Managing Partner,"No. 136, D 3rd Phase, Bannerghatta Road, B'luru Urban, K'taka - 560076",Bannerghatta Road,Bengaluru Urban,BLRU,560076,Ward-177,South,Textile / Garments,Manufacturing,1410,Green,PAN_85F87E236D2A6FCC,,UDYAM_BB1D36B7E23905B5,,,2024-07-17,2025-07-13,ACTIVE,120,25-50,2025-11-21,gstin_hash;phone;email
BBMP-TL-YELA-2020-000044,BBMP,BBMP Trade Licence,ENT-00123,M/S Nisarga Industrial Co,M/S Nisarga Industrial Co,Owner A,"No. 194, A Behind Metro, Hebbal, Bangalore Urban, KA - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Restaurant / Cafe,Service,5610,Green,,,,,,2020-12-27,2025-08-19,ACTIVE,12,,2026-03-01,pan_hash;gstin_hash;phone;email
GST-KA-BLRU-2017-000091,GST,GST Taxpayer Registry,ENT-00123,Nisarga Industrial Co,NISARGA INDUSTRIAL CO,Owner A,"#194, A Behind Metro, Hebbal, B'luru Urban, K'taka - 560024",Hebbal,Bengaluru Urban,BLRU,560024,Ward-021,Yelahanka,Restaurant / Cafe,Service,5610,Green,,,UDYAM_A9794DD65837FAF7,9000974174,,2017-12-05,2024-01-08,DORMANT,12,25-50,2026-01-26,pan_hash;gstin_hash;email
